sample_id,true_label,pred_label,prob_generated_raw,prob_human_raw,prob_generated,prob_human,temperature,text,word_count
1934,0,1,0.873000979423523,0.12699897587299347,0.9915280342102051,0.008471930399537086,0.40477949380874634,"Getting mutable advise is better than one persons advise. This is because you have a better chance to get the right opinion, then the wrong opinion. Also my personal preference is to get everybody's opinion before doing something that will impact me. For example, one day I was very sick and asked if I should go to school or not my mom and my sister told me to go to school.

Another reason is that if you really want to do something that's not right you can get some other opinion's and see if you should do it or not. Like if your going to do something bad your friends or family can talk you out of doing it. There was one time that I really wanted to do something, but I knew it was not the right thing to do, I told my family about it and they talked to me about it. They said it was not right to do so I didnt do it, even know you really wanted to do it.

The only negative to multiple advise is that, you could get completely different answers then everyone else. If you had to pick something out from the store and your friend says to go buy candy and your over friend says go buy soda you don't know what to get so you are left confused and don't know what to buy. this problem could be solved if you just asked one person what to buy not mutable people. Over then that getting mutable advice the way to go.",262
2179,0,1,0.8915595412254333,0.10844045132398605,0.9945394396781921,0.005460509564727545,0.40477949380874634,"In some societies, students are expected to identify a career by the time they enter high school. Their courses of study in high school are selected to guide them toward a specific career. I strongly disagree with this prompt because once we enter high school we are transitioning to a bigger school with more new subjects that catches our attention. My reasons for disagreeing is that I was once a rising ninth grader and I would be unhappy with the career I wanted in my freshman year. For example when I first came into high school as a ninth grader I wasn't sure of what I wanted to be once I graduate. Now I am a senior at Generic_school and I have two option to choose from.

In my perspective I believe that at a young age mindset changes; you find new interest in things and also our mind isn't fully developed at ages fourteen or fifth teen; we aren't mature wisely on what we want. I think the student should started preparing them self once they're in junior year which is when they're a eleventh grader. My reason for saying that is because you're close to graduating and need to start planning your future, looking for scholarship, and making sure you want the career you've chosen for a long period of time.

I don't think its a bad idea but i wouldn't agree with it because I know how this generation is like and we need more teacher to start talking to them seriously about life after high school. These past year a huge amount of student have dropped out of school because they do not feel like they have support from teacher, friends, or even their own parents; or maybe the student think they can't afford college; not many teacher talk to them about financial help or support.",310
2232,0,1,0.9081047773361206,0.09189524501562119,0.9965266585350037,0.0034733517095446587,0.40477949380874634,"Dear Mr. Senator:

Lately there's been a problem regarding electoral colleges. Some people are in favor of them; others not so much. I agree with the latter; electoral colleges are anachronistic and should no longer be used in this day and age.

In this modern era, people are being more aware or more educated about the going-ons in government. As a result, it is becoming no longer necessary to have others vote in place of the people's choices. Instead, people should be able to vote directly for their chosen leaders and not have to worry about an elector making a last minute decision to vote for another.

Those who are in favor of electoral colleges are wrong about keeping them. In only half-way allowing people to vote for president, it could also be viewed that the people were never really given a choice. Their votes are at the mercy of the electors.

If you are wise Mr. Senator, you'll choose to do away with electoral colleges. By doing so, you give people more choice and control over their decisions. I hope you'll put your foot down on this matter and refuse to have anything to do with electoral colleges because they're not helping the future of our country,

Sincerely,

PROPER_NAME",210
2525,0,1,0.9083810448646545,0.09161898493766785,0.9965548515319824,0.0034451179672032595,0.40477949380874634,"The science of emotion recognition is complex and is becoming exponentially more complex the further a topic is being disscused. In the realm of arguing weather the use of emotional recognition technology should be used in a classroom can be a very difficult tquestion. On one side, you can say it may invade privacy, but on the other hand, it could help teachers see if students are understanding the topic. The question still lies on which one is more important for both the student and the teacher. In my opinion, this technology should be implemented into classrooms internationally because it will help students learn more effectivley, but also it will enhance the teachers teaching ability when they know where they're students are going array.

This technology could be very benificial for students across the globe. The ability for a piece of technology to understand your emotions could come in handy. There are many outgoing students, but there are also many introverted students. Some students may not feel confident enough to ask for something to be repeated, so they may simply sit at their desks puzzeled for the rest of the class, while a simple question could've avoided this. If this technology is instituted, it will automatically know when a student isn't confident on the information and alert the teacher. By doing this, the introverted student won't be confused for very long and the topic could be revisited without the student to have to personally ask. It not only will help introverted students, but students across the board. Every student will benifit form this technology and will display in their grades. With this technology, the students acedemic achievements will expand exponentially. Becuase of this ability for teachers to understand their emotions, the quick turn around of revisiting the topic and teaching it a little differently could help the students absorb all the information, especially the information that they mau have not conprehended initally. This technology will be very valuable for the students for both their enjoyment throughout school becuase of the reduced stress, and their improvents in acedemic grades.

This technology is not only bennifical to the students, but to the teacher as well. For the teacher they will automatically know if a student is struggling and in what topic. Thius could be very valuable to create a strong teacher studnent realtionship where the teacher is able to understant the smallest change in emotion to when they're confused or if they understamd it. This relationship could improving the learning environment and how comfortable a student with their students and peers. This technology could help teachers in both big and small schools. In big lecture halls, it may seem to be difficult for a professor to understand the emotions of all the students sitting before them, they might not even be able to see everyone because some may sit further away. With this new technology, teachers could be notified when some students become confused and then revisit a topic. Small classrooms could benifit greatly to this as well. Althought they are in a closer proximity then in lecture halls, they still will have the issue of not understanding the emotions which could lead to confusion. In smaller classrooms the teacher could know what they're doing wrong and be able to fix this easily without having to disturb the students. They can evaluate the emotions throughout the lesson and then later, they can change their lesson plans to adapt to the confusion of the students. This is again, a very valuable piece of technology that could help the teachers grow in their profession.

Initally one may think that this technology is redundant and that a teacher could just help the student, and that it may be invading the students privacy. In reality, this technology continues to prove its many values, and it's evergrowing amount of benifits that completly overpower all the ideas that some may think its unnimportant. This technology is valuable to both teachers and students equally. The teachers are able to improve their teaching techniques and the students understand more in school. This technology, however, is nowhere near done. This technology can be further improved in many aspects. I could keep improving and always creating a smarter version of the present day technology, that may one day, change the course of education forever. This could be implemented in the online schools to understand if a student comprehends the information the value of this is unspeakable and should be institued in classrooms globally.",751
3068,0,1,0.8983263373374939,0.10167364031076431,0.9954251646995544,0.004574839025735855,0.40477949380874634,"Every four years there is an election. The election is used to decide who our president will be for the next four years. The Electoral College is currently being used for our elections. The articles ""Does the Electoral College Work?"" and ""In Defense of the Electoral College: Five reasons to keep our despised method of choosing the President"" by Richard Posner believes the Electoral College should continue to stay in use. On the other hand, the article ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"" by Bradford Plumer believes that the Electoral College should be removed from the system of electing the President. While the Electoral College has been in use for a majority of the time, it is time to start a different process called popular vote.

The Electoral College has been in place for many years and has produced good results. One good thing the Electoral College does is it prevents a candidate from becoming President if they only have regional appeal. This is crucial because ""a candidate with only regional appeal is unlikely to be a successful president"" Posner. With the Electoral College in place it makes it impossible to for a candidate with only regional appeal to become president because no region has enough electoral votes to elect them. Another helpful thing the Electoral College does is it has a certainty of outcome, so it is less likely for disputes than popular votes. It is less likely for disputes because ""the winning candidate's share of the Electoral College invariably exceeds his share of the popular vote"" Posner. Even if a state has a few more votes for the Electoral College it still creates a huge victory. Even though the Electoral College has produces some good results, presidents being elected through popular vote will be better, more efficient, and more equal.

Again, the popular vote will be more fair. It will be more fair because a president with more popular votes will win. In the Electoral College, a candidate with the most popular votes does not ensure victory because the other candidate may have more electoral votes. This happened in 2000 when Al Gore got more popular votes, but lost the presidency Plumer. The Electoral College is not fair to the citizens of this country and to the candidates. If more people prefer one candidate over the other, then the president should clearly clearly be them. The Electoral College is also not fair because if there is a tie, then the vote goes to the House of Representatives. The House of Representatives' ""selection can hardly be expected to reflect the will of the people"" Plumer. The majority of the House of Representatives is Republicans, so the president elected will be reflected by that, and it will not give the Democrats equal representation. All in all, popular vote should be used to determine the President because it is a more fair and an equal way to do so.

Equally important, popular vote should be used to elect the President because then candidates and voters will pay attention to the campaign. With the Electoral College candidates only spend time trying to win the votes of the ""swing states."" They will not pay attention to the states that they already know have their vote. In fact, in the 2000 campaign, there were seventeen states that the candidates never visited. Two of those are Rhode Island and South Carolina Plumer. Every state should be able to see the candidates so the voters get to really know who they are voting for, so they will make a better decision. Also, with the Electoral College people in states that know their vote will not matter will not pay attention to the campaign. A person such as, a ""Republican in California... have less incentive to pay attention to the campaign than they would have if the president were picked by popular vote"" Posner. Everyones opinion should matter and should be taken into account when electing the President. To summarize, popular vote is the only way to ensure that the voters get all the knowledge they need to elect the President, and so that everyone's vote matters.

In conclusion, electing the President is a painstaking task and should be done using popular vote, not the Electoral College. The President of the United States plays an important role in our country. The President has to make many difficult decisions, and those decisions should be a reflection of the entire country. It should not just reflect the certain states that contributed their electoral vote.",763
3429,0,1,0.8804526925086975,0.1195472925901413,0.9928457140922546,0.007154247723519802,0.40477949380874634,"Letter to Principal:

Some of my friends perform community service, but my other friends think it just waste of time. I am supporting that the principal should require students to perform community service. This is a great way to show to the community that you care. Students should know that community service is very important. Community service helps you and your community.

There are many reasons why students should perform community service. Performing community service helps your community and other communities. Your community will be cleaner and fresh. Not just students but everyone in this country should have community service. When your community is full with trash. No one will care, but you can make a change. You will need a helping hand to help you with community service.

In streets, public places, and school campus, there are people littering. If you care about your community, you should gather people to help you clean it. Even if the trash is not yours, pick it up. It is not just picking up trash. There are planting trees, etc. So, when you are done picking up the trash, you could continue planting trees and flowers. To make it stand out.

In conclusion, everyone should have the pride to carry out community service. Community service is like a helping hand. So every stu",220
3545,0,1,0.9092962741851807,0.09070370346307755,0.996647298336029,0.003352675586938858,0.40477949380874634,"Dear School board,

Why does a student's education matter? To me, it is extremely important because it can affect them for their entire life in positive or in negative ways. It could lead them to a job with a seven figure salary, or to work a part-time job at a fast food restaurant making minimum wage. What's also important to me is the learning experience. I believe learning should be fun, interesting, and not stressful for students. That's why I agree with the school board's plan to extend the school day by one and a half hours, because that way, students wouldn't feel rushed and would have more time to learn, teacher will have more time to teach and using new ways, and the school year would be a little shorter.

To begin with, I agree with the school board to extend the school day because students wouldn't feel rushed and they would have more time to learn. Right now, each of our periods are only about 50 minutes, which I think really isn't a lot of time to learn once you start working. If one and a half hours is added to the current school day, we would have at least an hour for each class. This way, the students would have more time to complete projects, assignments, or just have more time to really understand the subject without feeling rushed. I know this because right now, I am working on a project in science class that we only have two class periods to finish, which totals for just about one and a half hours! I am not saying that a little push isn't necessary or beneficial, but the extra time would definitely boost the quality of the student's work at our school without rushing them.

Secondly, I think the school board should increase the school day by one and a half hours because that will let teachers have more time to teach, while using unique ways to do so. With the students having more time to learn, the teachers could potentially also have more time to actually create a better learning experience. Extending the day ensures that teachers would be able to thoroughly explain new concepts and materials, while also teaching using better or more effective methods that wouldn't have been possible because of the shortage of time. For instance, sometimes we have educational scavenger hunts, where the teacher lays the information throughout the campus and we would have to find them. The issue is, we've never been able to finish, not because it wasn't possible to, but because there simply wasn't enough time. Those kinds of educational activities are, in my opinion, very fun, but it's also effective. So if we have more time, I am sure that some teachers would plan and teach more using different ways which are beneficial to both the student and the teacher.

Lastly, the school board's plan to extend one and a half hours to the school day is something I strongly concur with because school will be out earlier in the summer. While I do enjoy school very much, I think summer break is something that everyone looks forward to. The days that are cut down because of the increased time allows students to attend more activities and spend more time together with their families. Even though the students aren't at school, they could still be learning something new on their own. For example, they could be learning how to play an instrument, training for sports, or learning how to speak another language, which are all very helpful for them. Also, the teachers could be attending conferences which let's them collaborate with other teachers on creating newer and more efficient methods to teach, which will help everyone in the long run.

In conclusion, the reasons why I agree with the school board to extend the hours are because students wouldn't feel rushed, teachers would have more time to teach in unique ways, and school will be out sooner in the summer. Although I think there are many more reasons why the school day should be longer, those are the main ones. There are just so many benefits that this extended time would create; possibly having an effect on the entire community. This is not an immense amount of change but it can be a big success, which is why I think you should really consider extending the school hours.

Sincerely,

Generic_Name",741
3662,0,1,0.9091136455535889,0.09088639914989471,0.9966289401054382,0.0033709928393363953,0.40477949380874634,"Yes, the use of this technology is very valuable in many ways. The technology can detect how you are feeling, in the passage it tells you that the computer can tell if a human is mad, happy, sad, worried, etc.

This technology can be very useful to techers as well as anyone else. If a student is feeling a lot of emotion and trying to do school work, they will be more focused on what they were feeling instead of the work the teacher has given him/her. It can also help the teacher to know how exactly to act twards a student. For example, if a student is feeling 75% sad they are most likely going to cry. If a student is about to cry and teacher starts yeling at them for not paying attention, because the student isn't feeling like themselves that day its going to trigger the students brain to make them cry.

In conclusion, this tehcnology in my opinion should most defiently be used in schools. Not only to help the teachers out, but for the stundents themelves. I think that if we use this technology it will increase focuse on school work will improve moods, and increase better grades and testing scores.",206
4166,0,1,0.8994432687759399,0.10055671632289886,0.9955613613128662,0.004438647069036961,0.40477949380874634,"Why is is beneficial to have limited car usage? This is a question that has several answers varying from personal health, to economic gain, to environmental gain. Though the car has been the symbol of the modern age, there seem to be few downsides to limiting the usage of these transportation units.

Cars have given mankind the ability to cross great distances in a short amount of time, allowing face to face communication, fast trade between companies and nations, and access to medical and personal care otherwise out of reach. However, the car has also caused lack of mobility, cutting back on people's exercise as they no longer have to walk very far to get from point A to point B, the overwhelming responsibility and cost of owning a car has also put a mental strain on people, causing needless stress. Of course there are places to go and things to do that require traveling large distances, and no one could be a expected to walk from New York to L.A., so car usage should not be utterly removed, but rather restricted.

So how do people properly regulate their car usage? Several different governments and cities have debated this, trying different tactics and having varied results. As shown in Elisabeth Rosenthal's essay, ""In German Suburbs, Life Goes On Without Cars"" , we are shown the result of a community where 70% of the people do not own cars, but with no less activity than their counterparts in cities weighed down by cars. There seem to be several advantages in this city without cars, one being that people seem to be happier. Heidun Walter, a media trainer with two children informed Rosenthal, ""When I had a car I was always tense. I'm much happier this way,"", the lack of cars seems to reduce stress, without restricting life.

So perhaps this is not enough reason for some to limit their usage of the car, alright, there are many more reasons why this is beneficial. One that is quite familiar to all is the issue of greenhouse gas emissions. The majority of cars produce greenhouse gas emissions, polluting the environment and quickening the death of the planet, Rosenthal's essay "" In German Suburbs, Life Goes On Without Cars, "", we are told clearly that, ""Passenger cars are responsible for 12 percent of greenhouse gass emissions in Europe... and up to 50 percent in some carintensive areas in the United States. "" This may seem like very little, but with the amount of cars in the world, these numbers add up to staggering damage to the environment. Robert Duffer wrote an essay telling of these harmful effects in a shocking way: "" "". This city had so much pollution that they had to ban the use of cars, ""Paris had 147 micrograms of particulate matter PM per cubic meter compared with 114 in Brussels and 79.7 in London,"". This pollution is not only in France, but across the globe, it is only a matter of time before it destroys the ecosystems on Earth, and cars are one of the biggest contributers to this destruction, coming in second only to power plants.

One Colombian city chose not to wait until such things happened, instead choosing to promote limited car usage in a more peacful manner, as described by Andrew Selsky's essay, "" Carfree day is spinning into a big hit in Bogota "". This city of 7 million people started a program that chooses one day a year to bann all car usage with the exception of buses and taxis, fining violators with 25. One main benefit has come out of this: People are more active phisically and therefore have less stress. Selsky's essay can be quoted saying, "" millions of Colombians hiked, biked, skated, or took buses to work during a carfree day yesterday,"". The benefits of more physical movement are obvious, but one is not so obvious: It lowers stress. A businessman by the name of Carlos Arturo Plaza said, ""It is a good opportunity to take away stress and lower air pollution"". If a simple day can cause such drastic changes in the environment, peoples health, and lower stress, why not go ahead and do it?

In summary, while cars help us get from point A to point B quickly, and are very useful when traveling over great distance, they also cause great harm. A simple cut back on using cars would allow the air pollution to be reduced drastically, promote physical movement and personal health, and help productivity and creativity by reducing stress.",762
4330,0,1,0.9066208004951477,0.0933791920542717,0.9963723421096802,0.003627631813287735,0.40477949380874634,"One reason people seek different opinions is because some people have different opinions on what people should do. Seeking different people's opinions allows you to get all the information from all sides. If people seek more than one person's advice then you would be able to compare the information to see what you think is the best choice. Also, if people seek more than one person's advice then the person might be able to collect all the information and put it together.

Another reason people ask different people is because the first person may not be giving you the best advice. Like, what if the first person's advice is pretty good, but then the next person you ask has better advice. If the person asked advice from more than one person then you wouldn't have to be stuck with the bad information. If you just ask for one person's advice and it was bad advice then it could get you in really big trouble. Like, if you rely on one person's advice and they told you that if they start making you mad then you can put your hands on them. What if the person you put hands on presses charges then you could go to jail for a long time. If you asked another person's opinion then you may not be in the situation that you are in.

The next reason why people ask different people for adivce is because if the advice the person gave you worked for them, but it didn't work for you. Like, if a person is having trouble with their dog alerting them that they need to use the restroom. So that their dog doesn't keep going to the restroom in the house. They might say ""you could give your dog a treat when they alert you they need to go to the restroom"". If that doesn't work, but you only asked one person for advice. Then, you would be mad because the advice didn't work. Next, you would have to ask another person for advice, but at the beginning if you would have just asked more than one person then you would be able to peice the information together.

Finally, if people ask more than one person's advice then it will help you make the best choice possible.",385
4560,1,0,0.09112122654914856,0.908878743648529,0.0033946391195058823,0.996605396270752,0.40477949380874634,"Young people enjoy life more than older people. There are two aspects of this statement. Time does not stop for anyone. Every person faces the every age group of a man's life. When a person takes birth it is in his infant stage. Later he grows and passing through aldolence, young, middle age groups and reached the last age group that is old age group. So all age groups are indespensible part of man's life.

",75
4594,0,1,0.9095194339752197,0.09048057347536087,0.996669590473175,0.003330390667542815,0.40477949380874634,"From my personal experience back in middle school, I had to use technology for many different reasons. One of the reasons were for research purposes. I was able to use technology as a tool to provide information on my assignments and projects. So far technology has made a positive effect in my life not only in school but in real life. Technology has helped me accomplish and complete many difficult task in life. I believe that technology has made a positive effect on people's lives; consequently, it makes peoples lives a lot easier and convenient.

One reason that technology has a positive effect on people is that they are able to study without having to go out on a library and pay for books or a tutor to teach them. For example, people who are disabled or unable to travel out of their houses are able to go online and research for books and look for a site to teach them what they need to learn. The availability to go online and research for information also helps students who are too busy to go outside and ask others for help. Many schools started providing laptops and iPad's to students who are unable to connect online. Schools are using these electronics because they provide an easier way to help student learn and complete work.

Technology can also help people do many other things online other than researching for information.

Furthermore, technology may also be used as a way to shop whatever and whenever. For example, eBay and amazon is an online shopping website for many things such as: furniture, clothes, food, and many other reliable things. This has made it a lot easier for people to purchase items that they want at any time. Online shopping helps a lot of people who are looking for items that cannot be found in local stores. For example, many custom equipment's and items can only be found online and in places that may not even be located in your place. Not only does technology may be use as an online tool, it may also used as a way to communicate to others in the world.

Lastly, communication has been a major part of the world; in addition, technology has been one of their ways to communicate. For example, our military has improved a lot throughout the years due to the inventions of many technologies. Technologies such as: cellular devices, radar, satellite and many other communicating tools has helped us win wars and accomplish many things around the world. Another reason why technology has had a positive effect on people is that they use it for emergency purposes. For example, if an adult needs to call out of work for the day because of family problems, he may use his cellular device to call and inform his supervisor about it.

Many people say that technology is a way to showcase yourself as a lazy person and I disagree with that. I believe that technology allowed many people to accomplish and complete many task. Technology is not only important to the civilians who are either students or adults who are working in the industry, but it is also important for the military who are using these tools to provide protection to our country and keep our people safe. In conclusion, technology has had a positive effect on people's lives and that is due to many reasons such as online researching, online shopping, and wide spread communication.                 ",580
4627,0,1,0.9088493585586548,0.09115065634250641,0.9966024160385132,0.0033976086415350437,0.40477949380874634,"I think it would be a great idea to have this kind of technology in the classroom. There are many reasons why it can be seen as valuable. For example, students would stay on task longer and may even look forward to lessons. Who knows, maybe it could even change their outlook on school.

If we had this kind of technology, students would be able to work so much more efficiently. There are so many times when I see other students around me struggling with different kinds of activities and lessons. Not every student is the same, so you can't expect all students to score perfect on the same assignments. In paragraph six, Dr. Haung states, ""A classroom computer could recognize when a student is becoming confused or bored, then it could modify the lesson, like an effective human instructor."" This point could also help teachers connect and understand with each individual student better.

I wish we had this kind of technology at my school. I feel like if we did, I'd be able to understand many more of the concepts my teahcers are teaching. Using the Facial Action Coding System could be extremely beneficial to schools around the world.",200
4750,0,1,0.9038792848587036,0.096120685338974,0.996075451374054,0.003924541641026735,0.40477949380874634,"What are the benefits of asking more than one person for advice when making a decision? For example, a boy is challenged with the option of running for the highest leadership in his community. What shall he do to make sure that he is making the right choice? To put it simply, your average boy next door has the opportunity to be a youth leader in his community. With natural leadership skills, his parents have no doubt that we would make a good leader, but doubt still seems to be a deciding factor. Our boy is faced with doubt and overwhelming uncertainty of his options. With so much going on, he has no idea of what he should, and can do. Would you, as his neighbor help him? When people have a decision to make, consulting more than one person can oftentimes lead to the better choice. Sometimes, others can have more knowledge than you, and therefore would be a better source. Others, especially adults with more experience can even tell you possible outcomes of your decision. Seeking advice from people with experience, knowledge, and wisdom can help you make the right decision.

More than one set of eyes on a topic can be a good thing sometimes. With more people reviewing your choices they could catch mistakes, or even tell you what you could do to improve your idea or choice. For example, when I wanted to buy a new camera, I was torn between so many different options. After asking my parents, friends, and family, I finally made the best choice for my money. Even when you have a small decision to make, like what to buy for lunch, asking your friends could help you get the best option they have to offer. Even when the President is making decisions, he too has people he can ask for advice. No matter what choice or decision you have to make, asking others for advice is a healthy option.

When others have more knowledge than you, their opinions and advice can be more in depth, practiced, or even more intelligent. To put it into perspective, if you have a question on math homework, asking the teacher would be more beneficial that asking your peer, or table mate. If you want to switch classes, or change your schedule, asking a counselor, or teacher with more knowledge than you can help you make the right decision too. Even when a high school student is applying to college, they too would ask their parents for advice. Using other's experienced advice, older knowledge and wisdom can lead you down the road to the right choice.

When making a big decision, sometimes asking somebody who has done such a thing before can tell you the outcome, or give you experienced advice. If a girl wants to get contacts, she could ask her parents, family members, or teachers who have had contacts before for advice. They themselves have had it before, so they would know the outcome, and therefore would be a great resource for advice. I know that when I wanted to go to summer camp, I asked my teacher who had been there before. She knew what it was like, and could tell me all about it so I knew I was making the right decision. Even when an aspiring actor or singer wants to join the industry, they too ask those who have gone through the same process for advice, or what to expect as an outcome. Asking those with experience, or previous knowledge can not only help you make the right choice, but also tell you about an outcome that the choice might provide.

Seeking advice from people with experience, knowledge, and wisdom can most definitely help you make the right decision. So, would you help the boy next door? If you have been through what he is experiencing, would you offer him advice? It can be tough to find people, but more than one person reviewing a topic or choice can help someone make the right decision. Having other people review your decision, or asking multiple sources can sometimes help you make the right choice. Even asking more experienced individuals can help too. When asking someone who has more in-depth knowledge, or is wiser, you can receive advice that you wouldn't have thought of. Even when making a big decision, like our boy next door, you can ask people who have done such things before. When asking those who have experienced first hand the choices you want to make, you can get opinions or advice from more experienced individuals. When you ask others for help, advice, or opinions, you have the chance to dive into a world of possibilities. When asking more than one person, you can experience even more possibilities. Asking other can give you the best help you may ever receive.",812
4954,0,1,0.9052720069885254,0.0947280302643776,0.9962282180786133,0.003771769115701318,0.40477949380874634,"The new Facial action Coding System tells peoples emotions. I think it would be useful in a classroom. There is many reasons i think it would be useful. Im going to talk about why i belive it would be useful in this essay.

If you could tell how your students were feeling, it would make teaching easier. For example, if you were teaching and the computer told you all of your students were bored, then you could try to teach it in another way. Or if the computer told you all your students were exicted then you would know your doing a great job and you could teach that way more often. You would know what ways to teach to get the information into the students.

So what i think is that this computer could be really effective in a classrom. it would allow teachers to know if there students are even learning, how they feel about the way they teach, and lots more too. So if they could really use it in a classroom, im all for it.",179
4986,0,1,0.8896147608757019,0.11038529872894287,0.9942650198936462,0.0057349312119185925,0.40477949380874634,"I do not agree with the author in the article ""Making Mona Lisa Smile"" when he describes how a new technology called the Facial Action Coding System enables computers to identify human emotions works. The use of this technology is to read the emotional expressions of students in a classroom is not valuable to me. There are reasons why I don't agree, and I know that i'm not the only person who disagree with this argument.

One reason is that schools shouldn't allow anyone to put that technology into their computers because that technology has nothing to do with school or what the kids are learning at school. Another reason is that the way people feel is how they feel, it's not meant for the whole world, the school, or anyone to know how they are feeling if they didn't tell that person. If that person didn't tell anyone that's because they wanted to keep what was wrong with them to their self.

In paragraph three it says that the Facial Action Coding System that is enable in computers can tell if a human is feeling happy, surprise, angry, disgust, fear, and sadness. If a student is feeling happy or surprise its okay for people to know, but when a sudent is feeling angry, disgust, fear, and sad it's not because you don't know what that person is going through or how that person is living.

This technology that someone came up with is not a good idea. I said it's not because I wouldn't want anyone to know how i'm feeling if i'm not in a good mood. If i'm angry or sad about something I would keep it to myself and not tell anybody because I wouldn't people to kee bringing it up to me when i'm trying to forget about it.",304
5013,0,1,0.8997376561164856,0.10026230663061142,0.9955968260765076,0.004403207916766405,0.40477949380874634,"Cars are a very nice thing to have, they are fast and they take you places that you want to go to. Cars come in a variety of colors and shapes. The thing about cars that you probably didn't know is that they pollute. Polluting is a very bad thing, everyday we're breathing in chemicals from cars that pollute. Doesn't sound very good now, does it? Cars are extreamly expensive too!

Cars cost thousands of dollars. Now, lets think for a minute, what if you didn't have a car? You wouldn't be able to get to places fast enough, you won't be on time to where you are trying to go. Well, you see, there are things called bikes and buses. It might not be as fast but, you'll still get there. Their are a lot of advantages of not having a car. You don't have to pay for insurance, You don't have to worry about accidents, You also don't have to worry about polluting the environment. In Vauban, Germany many people do not own cars. Atleast 70% of them do not own cars. Did you know that about 57% of the people in Vauban, Germany sold there cars so they could move to Germany?

In Paris, people enforced a partial driving ban to clear out some of the pollution. If you drove in your car you would have to pay a $31.00 dollar fee. That day, about 4 thousand drivers were fined. Wow! that is a lot of people to be fined for driving. Is it easy for you to imagine a car-free zone, where nobody is driving, and the roads are free of cars? Believe it or not, a lot of people like the idea of a car-free zone. In Columbia, people had banned cars for 3 straight years! Now, that is a long time to not be able to use a car. There was still transportation of course such as, biking, roller skating, walking, and even buses. I mean, you can't walk every where, right?

Even when it rained the people still didn't use cars, and it rained a lot. Not having a car takes away the pollution of the air and stress because, I can imagine having a car would be stressfull due to money you have to pay for gas and insurance. Their was about 118 miles of biking paths that people could take to get around. Stores were moved to be closer to people so they wouldn't have to travel so far. As each year goes by, americans are driving less, buying fewer cars and getting fewer licenses. I guess it's suggested that we don't use cars as much due to air pollution but i dont thing that is going to stop everyone in the world from driving their cars. I think we should cut down on driving every where and maybe car pool instead or take a bus, that way not everyone is driving and there will be less pollution. People will of course still drive cars and cars will pollute the air but, it is not going to stop us from driving.",520
5099,0,1,0.8997072577476501,0.10029276460409164,0.9955931305885315,0.0044068628922104836,0.40477949380874634,"Do you accomplish more when you always keep yourself busy? In this essay i will argue that keeping yourself busy serves a purpose. You get more things done, you will not be considered lazy and you get to learn new things.

When you are always doing something you get more things done and out of the way. You will not be behind on anything. This is a good habit to have because it can affect you in the long run. For example, when you get older and have to pay taxes or bills. You will be caught up and on time which is really good for your credit score.

You will not be considered lazy. Many people in your life will notice how you like to get things done. This habit will definitely get you a job. No employer is looking for someone lazy and does not like to do things. Keeping yourself busy can be therapeutic. Many people do this to relive stress or think about things instead of being useless.

You will learn new things. Take advantage of the things you do because it can lead you to new opportunities. You can experience different things which is phenomenal. It is always fun keeping yourself busy because you feel great after the things you have accomplished. The more things you learn the more things you can try to keep yourself busy.

Some people say inactivity serves a purpose, but they are wrong because when you are always doing something it keeps you motivated, experienced and makes a good habit to have. In the future I hope we have less useless people and more people who like to get things done.  ",281
